Set CUDA current device to: 1 (should be 1)
/workspace/compute-aware-arch-search/distill_videet.py:41: FutureWarning: `tokenizer` is deprecated and will be removed in version 5.0.0 for `DistillationTrainer.__init__`. Use `processing_class` instead.
  super().__init__(*args, **kwargs)
The tokenizer has new PAD/BOS/EOS tokens that differ from the model config and generation config. The model config and generation config were aligned accordingly, being updated with the tokenizer's values. Updated tokens: {'bos_token_id': None, 'pad_token_id': 151643}.
  0%|                                                                                                                         | 0/10000 [00:00<?, ?it/s]/workspace/compute-aware-arch-search/.venv/lib/python3.12/site-packages/torch/utils/checkpoint.py:85: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                                                                                                                        
{'loss': 84.0796, 'grad_norm': 9627.380859375, 'learning_rate': 0.0, 'ce_loss': 12.648624420166016, 'kl_loss': 8.199453353881836, 'epoch': 0.0}
{'loss': 9.2649, 'grad_norm': 11.617152214050293, 'learning_rate': 4.957502020902741e-05, 'ce_loss': 0.05985581502318382, 'kl_loss': 1.3980107307434082, 'epoch': 0.08}
{'loss': 11.5204, 'grad_norm': 14.588982582092285, 'learning_rate': 4.957354751706545e-05, 'ce_loss': 0.07280679047107697, 'kl_loss': 1.0971050262451172, 'epoch': 0.08}
{'loss': 7.4585, 'grad_norm': 9.096424102783203, 'learning_rate': 4.957207229978913e-05, 'ce_loss': 0.048302412033081055, 'kl_loss': 1.2309585809707642, 'epoch': 0.08}
{'loss': 6.7924, 'grad_norm': 7.31696081161499, 'learning_rate': 4.957059455735006e-05, 'ce_loss': 0.08909357339143753, 'kl_loss': 2.1380770206451416, 'epoch': 0.08}
{'loss': 6.3237, 'grad_norm': 7.109790325164795, 'learning_rate': 4.95691142899001e-05, 'ce_loss': 0.2719191312789917, 'kl_loss': 1.5960367918014526, 'epoch': 0.08}
{'loss': 6.0253, 'grad_norm': 6.724205017089844, 'learning_rate': 4.956763149759136e-05, 'ce_loss': 0.10221222788095474, 'kl_loss': 1.1454071998596191, 'epoch': 0.08}
{'loss': 6.9062, 'grad_norm': 6.857625961303711, 'learning_rate': 4.956614618057624e-05, 'ce_loss': 0.0672873929142952, 'kl_loss': 1.3856037855148315, 'epoch': 0.08}
{'loss': 8.3919, 'grad_norm': 12.326383590698242, 'learning_rate': 4.956465833900736e-05, 'ce_loss': 0.10966600477695465, 'kl_loss': 1.9960691928863525, 'epoch': 0.08}
{'loss': 6.8073, 'grad_norm': 9.616409301757812, 'learning_rate': 4.9563167973037626e-05, 'ce_loss': 0.17240512371063232, 'kl_loss': 1.6722038984298706, 'epoch': 0.08}
{'loss': 6.828, 'grad_norm': 6.9198808670043945, 'learning_rate': 4.95616750828202e-05, 'ce_loss': 0.07500062882900238, 'kl_loss': 1.8268918991088867, 'epoch': 0.08}
{'loss': 6.6444, 'grad_norm': 6.1665449142456055, 'learning_rate': 4.956017966850849e-05, 'ce_loss': 0.18904146552085876, 'kl_loss': 2.28273606300354, 'epoch': 0.08}
{'loss': 7.4198, 'grad_norm': 8.92764949798584, 'learning_rate': 4.955868173025619e-05, 'ce_loss': 0.09953825175762177, 'kl_loss': 1.5403612852096558, 'epoch': 0.08}
{'loss': 7.3971, 'grad_norm': 8.315929412841797, 'learning_rate': 4.9557181268217227e-05, 'ce_loss': 0.09419114142656326, 'kl_loss': 1.6240496635437012, 'epoch': 0.08}
{'loss': 7.1976, 'grad_norm': 9.705821990966797, 'learning_rate': 4.955567828254578e-05, 'ce_loss': 0.10532595962285995, 'kl_loss': 2.0054821968078613, 'epoch': 0.08}
{'loss': 7.1201, 'grad_norm': 9.680234909057617, 'learning_rate': 4.955417277339633e-05, 'ce_loss': 0.04620196670293808, 'kl_loss': 1.4811360836029053, 'epoch': 0.08}
{'loss': 7.6257, 'grad_norm': 8.912248611450195, 'learning_rate': 4.9552664740923584e-05, 'ce_loss': 0.06458186358213425, 'kl_loss': 1.8953959941864014, 'epoch': 0.08}
{'loss': 7.014, 'grad_norm': 8.164230346679688, 'learning_rate': 4.95511541852825e-05, 'ce_loss': 0.04979770630598068, 'kl_loss': 1.555899739265442, 'epoch': 0.08}
{'loss': 8.3381, 'grad_norm': 10.773894309997559, 'learning_rate': 4.954964110662834e-05, 'ce_loss': 0.12872983515262604, 'kl_loss': 1.6144275665283203, 'epoch': 0.08}
{'loss': 7.9492, 'grad_norm': 10.496968269348145, 'learning_rate': 4.9548125505116574e-05, 'ce_loss': 0.12925148010253906, 'kl_loss': 2.1615233421325684, 'epoch': 0.08}
{'loss': 6.5678, 'grad_norm': 7.309329032897949, 'learning_rate': 4.954660738090297e-05, 'ce_loss': 0.14019690454006195, 'kl_loss': 1.8441239595413208, 'epoch': 0.08}
{'loss': 6.7845, 'grad_norm': 7.020206928253174, 'learning_rate': 4.954508673414351e-05, 'ce_loss': 0.07258614152669907, 'kl_loss': 1.5203038454055786, 'epoch': 0.08}
{'loss': 7.9593, 'grad_norm': 9.808856964111328, 'learning_rate': 4.95435635649945e-05, 'ce_loss': 0.060135211795568466, 'kl_loss': 1.268139123916626, 'epoch': 0.08}
{'loss': 6.7101, 'grad_norm': 6.667522430419922, 'learning_rate': 4.9542037873612444e-05, 'ce_loss': 0.09876085072755814, 'kl_loss': 1.6550097465515137, 'epoch': 0.08}
{'loss': 6.6488, 'grad_norm': 5.700862407684326, 'learning_rate': 4.9540509660154144e-05, 'ce_loss': 0.06688114255666733, 'kl_loss': 1.678371787071228, 'epoch': 0.08}
{'loss': 7.671, 'grad_norm': 8.748717308044434, 'learning_rate': 4.9538978924776634e-05, 'ce_loss': 0.08840926736593246, 'kl_loss': 1.3713390827178955, 'epoch': 0.08}
{'loss': 6.1324, 'grad_norm': 5.923013687133789, 'learning_rate': 4.953744566763724e-05, 'ce_loss': 0.06288863718509674, 'kl_loss': 1.6032054424285889, 'epoch': 0.08}
{'loss': 7.7071, 'grad_norm': 8.421719551086426, 'learning_rate': 4.953590988889351e-05, 'ce_loss': 0.11576168984174728, 'kl_loss': 1.449934482574463, 'epoch': 0.08}
{'loss': 6.8905, 'grad_norm': 6.017498970031738, 'learning_rate': 4.953437158870328e-05, 'ce_loss': 0.0707361027598381, 'kl_loss': 1.823364496231079, 'epoch': 0.08}
{'loss': 7.8317, 'grad_norm': 8.279651641845703, 'learning_rate': 4.953283076722464e-05, 'ce_loss': 0.08081207424402237, 'kl_loss': 1.5189930200576782, 'epoch': 0.08}
{'loss': 6.6795, 'grad_norm': 7.189031600952148, 'learning_rate': 4.953128742461591e-05, 'ce_loss': 0.09203268587589264, 'kl_loss': 1.7575569152832031, 'epoch': 0.08}
{'loss': 9.0979, 'grad_norm': 10.575516700744629, 'learning_rate': 4.9529741561035715e-05, 'ce_loss': 0.13195863366127014, 'kl_loss': 1.8014090061187744, 'epoch': 0.08}
{'loss': 7.3349, 'grad_norm': 11.78454303741455, 'learning_rate': 4.952819317664291e-05, 'ce_loss': 0.06056838855147362, 'kl_loss': 1.4058029651641846, 'epoch': 0.08}
{'loss': 6.9708, 'grad_norm': 8.170622825622559, 'learning_rate': 4.952664227159661e-05, 'ce_loss': 0.10206243395805359, 'kl_loss': 1.9494848251342773, 'epoch': 0.08}
{'loss': 8.3981, 'grad_norm': 19.364471435546875, 'learning_rate': 4.95250888460562e-05, 'ce_loss': 0.051875315606594086, 'kl_loss': 1.0516541004180908, 'epoch': 0.08}
{'loss': 6.3512, 'grad_norm': 6.198196887969971, 'learning_rate': 4.952353290018132e-05, 'ce_loss': 0.09786712378263474, 'kl_loss': 1.8202359676361084, 'epoch': 0.08}
{'loss': 7.9308, 'grad_norm': 10.128172874450684, 'learning_rate': 4.952197443413186e-05, 'ce_loss': 0.05314798653125763, 'kl_loss': 1.384274959564209, 'epoch': 0.08}
{'loss': 5.767, 'grad_norm': 5.749088287353516, 'learning_rate': 4.9520413448067984e-05, 'ce_loss': 0.04305882006883621, 'kl_loss': 1.027061104774475, 'epoch': 0.08}
{'loss': 6.9088, 'grad_norm': 7.18384313583374, 'learning_rate': 4.951884994215012e-05, 'ce_loss': 0.07277379930019379, 'kl_loss': 2.0900027751922607, 'epoch': 0.08}
{'loss': 8.39, 'grad_norm': 10.592535018920898, 'learning_rate': 4.951728391653891e-05, 'ce_loss': 0.0891304612159729, 'kl_loss': 1.7000086307525635, 'epoch': 0.08}
{'loss': 7.672, 'grad_norm': 7.9318623542785645, 'learning_rate': 4.95157153713953e-05, 'ce_loss': 0.0931495726108551, 'kl_loss': 2.5600695610046387, 'epoch': 0.08}
{'loss': 7.1334, 'grad_norm': 16.364990234375, 'learning_rate': 4.9514144306880506e-05, 'ce_loss': 0.04921124503016472, 'kl_loss': 1.0984506607055664, 'epoch': 0.08}
{'loss': 8.448, 'grad_norm': 12.320710182189941, 'learning_rate': 4.9512570723155946e-05, 'ce_loss': 0.04305601119995117, 'kl_loss': 1.360984444618225, 'epoch': 0.08}
{'loss': 6.3229, 'grad_norm': 7.787314414978027, 'learning_rate': 4.9510994620383354e-05, 'ce_loss': 0.08288711309432983, 'kl_loss': 1.907278060913086, 'epoch': 0.08}
{'loss': 6.8798, 'grad_norm': 6.068673133850098, 'learning_rate': 4.950941599872469e-05, 'ce_loss': 0.06612387299537659, 'kl_loss': 1.1706962585449219, 'epoch': 0.08}
{'loss': 6.8306, 'grad_norm': 8.393804550170898, 'learning_rate': 4.9507834858342186e-05, 'ce_loss': 0.08935533463954926, 'kl_loss': 1.2266278266906738, 'epoch': 0.08}
{'loss': 7.932, 'grad_norm': 26.876693725585938, 'learning_rate': 4.9506251199398315e-05, 'ce_loss': 0.042576659470796585, 'kl_loss': 1.1433968544006348, 'epoch': 0.08}
{'loss': 8.1657, 'grad_norm': 8.991035461425781, 'learning_rate': 4.950466502205584e-05, 'ce_loss': 0.09372349083423615, 'kl_loss': 1.6954619884490967, 'epoch': 0.08}
{'loss': 6.5677, 'grad_norm': 8.363024711608887, 'learning_rate': 4.950307632647776e-05, 'ce_loss': 0.050035472959280014, 'kl_loss': 1.290393352508545, 'epoch': 0.08}
{'loss': 6.6004, 'grad_norm': 7.212766647338867, 'learning_rate': 4.950148511282733e-05, 'ce_loss': 0.04437977820634842, 'kl_loss': 1.1995192766189575, 'epoch': 0.08}
{'loss': 10.1466, 'grad_norm': 17.498456954956055, 'learning_rate': 4.949989138126808e-05, 'ce_loss': 0.08339475840330124, 'kl_loss': 1.439514398574829, 'epoch': 0.08}
{'loss': 7.1261, 'grad_norm': 9.997623443603516, 'learning_rate': 4.949829513196379e-05, 'ce_loss': 0.04896186292171478, 'kl_loss': 1.7062019109725952, 'epoch': 0.08}
{'loss': 7.3585, 'grad_norm': 7.642758369445801, 'learning_rate': 4.94966963650785e-05, 'ce_loss': 0.04659108817577362, 'kl_loss': 1.4615774154663086, 'epoch': 0.08}
{'loss': 8.4447, 'grad_norm': 17.386486053466797, 'learning_rate': 4.9495095080776504e-05, 'ce_loss': 0.11531239002943039, 'kl_loss': 2.3093385696411133, 'epoch': 0.08}
{'loss': 7.1083, 'grad_norm': 8.834784507751465, 'learning_rate': 4.9493491279222356e-05, 'ce_loss': 0.07519736886024475, 'kl_loss': 1.1949641704559326, 'epoch': 0.08}
{'loss': 5.7186, 'grad_norm': 5.670198917388916, 'learning_rate': 4.9491884960580894e-05, 'ce_loss': 0.055720891803503036, 'kl_loss': 1.2237472534179688, 'epoch': 0.08}
{'loss': 7.8332, 'grad_norm': 9.762309074401855, 'learning_rate': 4.949027612501717e-05, 'ce_loss': 0.05841531604528427, 'kl_loss': 1.5128345489501953, 'epoch': 0.08}
{'loss': 7.5503, 'grad_norm': 13.948782920837402, 'learning_rate': 4.948866477269652e-05, 'ce_loss': 0.15347811579704285, 'kl_loss': 1.9698541164398193, 'epoch': 0.08}
{'loss': 10.4416, 'grad_norm': 18.412792205810547, 'learning_rate': 4.9487050903784527e-05, 'ce_loss': 0.07071582227945328, 'kl_loss': 1.5269006490707397, 'epoch': 0.08}
{'loss': 8.6918, 'grad_norm': 11.182846069335938, 'learning_rate': 4.948543451844706e-05, 'ce_loss': 0.08240333944559097, 'kl_loss': 1.6889413595199585, 'epoch': 0.08}
{'loss': 6.8024, 'grad_norm': 8.033208847045898, 'learning_rate': 4.9483815616850216e-05, 'ce_loss': 0.06936834752559662, 'kl_loss': 1.6213325262069702, 'epoch': 0.08}
{'loss': 6.5563, 'grad_norm': 8.213679313659668, 'learning_rate': 4.948219419916037e-05, 'ce_loss': 0.0736178383231163, 'kl_loss': 1.431764006614685, 'epoch': 0.08}
{'loss': 6.0317, 'grad_norm': 9.252427101135254, 'learning_rate': 4.9480570265544144e-05, 'ce_loss': 0.040283456444740295, 'kl_loss': 1.0101442337036133, 'epoch': 0.08}
{'loss': 6.4804, 'grad_norm': 5.9628472328186035, 'learning_rate': 4.9478943816168424e-05, 'ce_loss': 0.08139752596616745, 'kl_loss': 1.2450965642929077, 'epoch': 0.08}
{'loss': 7.352, 'grad_norm': 8.51563549041748, 'learning_rate': 4.947731485120035e-05, 'ce_loss': 0.10352423042058945, 'kl_loss': 1.576206922531128, 'epoch': 0.08}
{'loss': 8.6806, 'grad_norm': 12.174034118652344, 'learning_rate': 4.9475683370807326e-05, 'ce_loss': 0.20620761811733246, 'kl_loss': 1.945690631866455, 'epoch': 0.08}
{'loss': 7.925, 'grad_norm': 18.033618927001953, 'learning_rate': 4.9474049375157006e-05, 'ce_loss': 0.06627925485372543, 'kl_loss': 1.1593633890151978, 'epoch': 0.08}
{'loss': 5.9996, 'grad_norm': 5.973110675811768, 'learning_rate': 4.947241286441732e-05, 'ce_loss': 0.07336393743753433, 'kl_loss': 1.3693639039993286, 'epoch': 0.08}
{'loss': 10.9741, 'grad_norm': 13.751941680908203, 'learning_rate': 4.947077383875643e-05, 'ce_loss': 0.14617279171943665, 'kl_loss': 5.573132038116455, 'epoch': 0.08}
{'loss': 6.7023, 'grad_norm': 6.348929405212402, 'learning_rate': 4.946913229834279e-05, 'ce_loss': 0.05903150141239166, 'kl_loss': 1.328836441040039, 'epoch': 0.08}
{'loss': 7.2272, 'grad_norm': 8.6937255859375, 'learning_rate': 4.946748824334507e-05, 'ce_loss': 0.06655001640319824, 'kl_loss': 1.909947395324707, 'epoch': 0.08}
{'loss': 7.6568, 'grad_norm': 10.890792846679688, 'learning_rate': 4.9465841673932246e-05, 'ce_loss': 0.07001058757305145, 'kl_loss': 2.5922021865844727, 'epoch': 0.08}
{'loss': 7.9348, 'grad_norm': 9.593542098999023, 'learning_rate': 4.9464192590273515e-05, 'ce_loss': 0.13157235085964203, 'kl_loss': 1.6250070333480835, 'epoch': 0.08}
{'loss': 6.8819, 'grad_norm': 14.163758277893066, 'learning_rate': 4.946254099253835e-05, 'ce_loss': 0.03515627235174179, 'kl_loss': 1.3098162412643433, 'epoch': 0.08}
{'loss': 7.923, 'grad_norm': 10.151535987854004, 'learning_rate': 4.946088688089648e-05, 'ce_loss': 0.07612807303667068, 'kl_loss': 1.4486174583435059, 'epoch': 0.09}
{'loss': 7.477, 'grad_norm': 8.285012245178223, 'learning_rate': 4.945923025551789e-05, 'ce_loss': 0.09974782168865204, 'kl_loss': 2.34074068069458, 'epoch': 0.09}
{'loss': 5.8431, 'grad_norm': 5.404898166656494, 'learning_rate': 4.945757111657281e-05, 'ce_loss': 0.058470647782087326, 'kl_loss': 1.4923115968704224, 'epoch': 0.09}
{'loss': 6.717, 'grad_norm': 6.515593528747559, 'learning_rate': 4.945590946423176e-05, 'ce_loss': 0.07436369359493256, 'kl_loss': 1.5678956508636475, 'epoch': 0.09}
{'loss': 6.2144, 'grad_norm': 5.933238983154297, 'learning_rate': 4.9454245298665506e-05, 'ce_loss': 0.08329460024833679, 'kl_loss': 1.4101777076721191, 'epoch': 0.09}
{'loss': 6.8671, 'grad_norm': 8.36612606048584, 'learning_rate': 4.9452578620045046e-05, 'ce_loss': 0.11253209412097931, 'kl_loss': 3.114215612411499, 'epoch': 0.09}
{'loss': 6.6354, 'grad_norm': 6.309586048126221, 'learning_rate': 4.945090942854167e-05, 'ce_loss': 0.09472671151161194, 'kl_loss': 1.5237720012664795, 'epoch': 0.09}
{'loss': 6.9122, 'grad_norm': 7.9734063148498535, 'learning_rate': 4.944923772432691e-05, 'ce_loss': 0.05444783717393875, 'kl_loss': 1.4586443901062012, 'epoch': 0.09}
{'loss': 6.3027, 'grad_norm': 8.316743850708008, 'learning_rate': 4.9447563507572564e-05, 'ce_loss': 0.03927522152662277, 'kl_loss': 1.1502355337142944, 'epoch': 0.09}
{'loss': 6.8111, 'grad_norm': 11.542854309082031, 'learning_rate': 4.944588677845068e-05, 'ce_loss': 0.055071111768484116, 'kl_loss': 1.560229778289795, 'epoch': 0.09}
{'loss': 6.6616, 'grad_norm': 10.43671989440918, 'learning_rate': 4.9444207537133566e-05, 'ce_loss': 0.06416868418455124, 'kl_loss': 1.4096224308013916, 'epoch': 0.09}
{'loss': 8.2552, 'grad_norm': 18.498079299926758, 'learning_rate': 4.9442525783793794e-05, 'ce_loss': 0.050060681998729706, 'kl_loss': 1.7104603052139282, 'epoch': 0.09}
{'loss': 8.3031, 'grad_norm': 9.953834533691406, 'learning_rate': 4.9440841518604184e-05, 'ce_loss': 0.06632670760154724, 'kl_loss': 1.3156756162643433, 'epoch': 0.09}
{'loss': 6.6451, 'grad_norm': 7.831325054168701, 'learning_rate': 4.943915474173783e-05, 'ce_loss': 0.0691278800368309, 'kl_loss': 1.4806574583053589, 'epoch': 0.09}
{'loss': 8.1486, 'grad_norm': 8.00660228729248, 'learning_rate': 4.943746545336806e-05, 'ce_loss': 0.22074998915195465, 'kl_loss': 2.413414239883423, 'epoch': 0.09}
{'loss': 7.1303, 'grad_norm': 8.012673377990723, 'learning_rate': 4.9435773653668496e-05, 'ce_loss': 0.06446561217308044, 'kl_loss': 1.9165871143341064, 'epoch': 0.09}
{'loss': 7.4695, 'grad_norm': 11.331355094909668, 'learning_rate': 4.943407934281298e-05, 'ce_loss': 0.06234141066670418, 'kl_loss': 1.4949055910110474, 'epoch': 0.09}
{'loss': 6.7047, 'grad_norm': 7.4064507484436035, 'learning_rate': 4.943238252097564e-05, 'ce_loss': 0.11392945796251297, 'kl_loss': 1.9322630167007446, 'epoch': 0.09}
{'loss': 5.8187, 'grad_norm': 5.634652614593506, 'learning_rate': 4.943068318833084e-05, 'ce_loss': 0.07794655859470367, 'kl_loss': 1.2226530313491821, 'epoch': 0.09}
{'loss': 7.4353, 'grad_norm': 12.8202486038208, 'learning_rate': 4.9428981345053215e-05, 'ce_loss': 0.04943938925862312, 'kl_loss': 1.2039375305175781, 'epoch': 0.09}
{'loss': 6.6231, 'grad_norm': 6.250267505645752, 'learning_rate': 4.942727699131766e-05, 'ce_loss': 0.054774630814790726, 'kl_loss': 1.6365330219268799, 'epoch': 0.09}
{'loss': 6.421, 'grad_norm': 6.215886116027832, 'learning_rate': 4.942557012729932e-05, 'ce_loss': 0.07460853457450867, 'kl_loss': 1.5288535356521606, 'epoch': 0.09}
{'loss': 6.8702, 'grad_norm': 6.7103142738342285, 'learning_rate': 4.942386075317361e-05, 'ce_loss': 0.08612082898616791, 'kl_loss': 1.653221845626831, 'epoch': 0.09}
{'loss': 7.7854, 'grad_norm': 8.217705726623535, 'learning_rate': 4.9422148869116194e-05, 'ce_loss': 0.07857123017311096, 'kl_loss': 2.2098209857940674, 'epoch': 0.09}
{'loss': 7.0195, 'grad_norm': 8.85036563873291, 'learning_rate': 4.942043447530298e-05, 'ce_loss': 0.04091682657599449, 'kl_loss': 1.4431641101837158, 'epoch': 0.09}
{'loss': 6.3524, 'grad_norm': 6.90293025970459, 'learning_rate': 4.941871757191017e-05, 'ce_loss': 0.09751489758491516, 'kl_loss': 1.2582931518554688, 'epoch': 0.09}
{'loss': 6.7389, 'grad_norm': 8.112919807434082, 'learning_rate': 4.941699815911418e-05, 'ce_loss': 0.06889641284942627, 'kl_loss': 1.6177122592926025, 'epoch': 0.09}
{'loss': 7.3126, 'grad_norm': 10.030713081359863, 'learning_rate': 4.941527623709172e-05, 'ce_loss': 0.10713978856801987, 'kl_loss': 1.7997236251831055, 'epoch': 0.09}
{'loss': 6.1301, 'grad_norm': 5.082848072052002, 'learning_rate': 4.9413551806019744e-05, 'ce_loss': 0.06733424961566925, 'kl_loss': 1.587977647781372, 'epoch': 0.09}
{'loss': 9.063, 'grad_norm': 10.366155624389648, 'learning_rate': 4.941182486607546e-05, 'ce_loss': 0.2685503661632538, 'kl_loss': 4.998678207397461, 'epoch': 0.09}
{'loss': 9.4699, 'grad_norm': 10.515076637268066, 'learning_rate': 4.941009541743634e-05, 'ce_loss': 0.11997291445732117, 'kl_loss': 4.553793430328369, 'epoch': 0.09}
{'loss': 7.139, 'grad_norm': 6.922036647796631, 'learning_rate': 4.940836346028011e-05, 'ce_loss': 0.15373004972934723, 'kl_loss': 2.5561110973358154, 'epoch': 0.09}
{'loss': 6.8679, 'grad_norm': 8.677491188049316, 'learning_rate': 4.940662899478475e-05, 'ce_loss': 0.08015158027410507, 'kl_loss': 2.062047004699707, 'epoch': 0.09}
{'loss': 6.2836, 'grad_norm': 6.87754487991333, 'learning_rate': 4.940489202112852e-05, 'ce_loss': 0.0640212818980217, 'kl_loss': 1.2227715253829956, 'epoch': 0.09}
{'loss': 6.5682, 'grad_norm': 6.616549968719482, 'learning_rate': 4.940315253948992e-05, 'ce_loss': 0.07284881174564362, 'kl_loss': 1.2948832511901855, 'epoch': 0.09}
{'loss': 5.8542, 'grad_norm': 5.012637615203857, 'learning_rate': 4.9401410550047683e-05, 'ce_loss': 0.06877855211496353, 'kl_loss': 1.44279146194458, 'epoch': 0.09}
{'loss': 6.742, 'grad_norm': 7.330543518066406, 'learning_rate': 4.9399666052980855e-05, 'ce_loss': 0.13610070943832397, 'kl_loss': 2.5404465198516846, 'epoch': 0.09}
{'loss': 6.9469, 'grad_norm': 6.985416889190674, 'learning_rate': 4.939791904846869e-05, 'ce_loss': 0.15456119179725647, 'kl_loss': 1.646385908126831, 'epoch': 0.09}
{'loss': 7.718, 'grad_norm': 6.857415676116943, 'learning_rate': 4.939616953669073e-05, 'ce_loss': 0.06266465038061142, 'kl_loss': 1.3174242973327637, 'epoch': 0.09}
{'loss': 6.6068, 'grad_norm': 9.781435012817383, 'learning_rate': 4.9394417517826764e-05, 'ce_loss': 0.04891594126820564, 'kl_loss': 1.1726863384246826, 'epoch': 0.09}
{'loss': 7.1147, 'grad_norm': 9.113662719726562, 'learning_rate': 4.9392662992056834e-05, 'ce_loss': 0.05554477870464325, 'kl_loss': 1.633154034614563, 'epoch': 0.09}
{'loss': 6.0036, 'grad_norm': 6.049901485443115, 'learning_rate': 4.939090595956125e-05, 'ce_loss': 0.09284500032663345, 'kl_loss': 1.3508228063583374, 'epoch': 0.09}
{'loss': 7.482, 'grad_norm': 8.568888664245605, 'learning_rate': 4.938914642052057e-05, 'ce_loss': 0.09860574454069138, 'kl_loss': 1.6919879913330078, 'epoch': 0.09}
{'loss': 7.0713, 'grad_norm': 7.234584331512451, 'learning_rate': 4.9387384375115626e-05, 'ce_loss': 0.08378829807043076, 'kl_loss': 1.6839014291763306, 'epoch': 0.09}
{'loss': 7.4249, 'grad_norm': 16.824831008911133, 'learning_rate': 4.938561982352749e-05, 'ce_loss': 0.09549209475517273, 'kl_loss': 1.9724012613296509, 'epoch': 0.09}
{'loss': 6.1661, 'grad_norm': 8.895769119262695, 'learning_rate': 4.938385276593748e-05, 'ce_loss': 0.06377952545881271, 'kl_loss': 1.6197319030761719, 'epoch': 0.09}
{'loss': 6.2215, 'grad_norm': 8.96804141998291, 'learning_rate': 4.938208320252721e-05, 'ce_loss': 0.044721897691488266, 'kl_loss': 0.9872301816940308, 'epoch': 0.09}
{'loss': 5.93, 'grad_norm': 5.529558181762695, 'learning_rate': 4.938031113347851e-05, 'ce_loss': 0.05681586265563965, 'kl_loss': 1.0338348150253296, 'epoch': 0.09}
{'loss': 6.5965, 'grad_norm': 8.448142051696777, 'learning_rate': 4.9378536558973515e-05, 'ce_loss': 0.10370184481143951, 'kl_loss': 1.4937270879745483, 'epoch': 0.09}
{'loss': 7.2965, 'grad_norm': 6.8546833992004395, 'learning_rate': 4.937675947919457e-05, 'ce_loss': 0.056317850947380066, 'kl_loss': 1.559381365776062, 'epoch': 0.09}
{'loss': 6.3682, 'grad_norm': 6.259124755859375, 'learning_rate': 4.9374979894324304e-05, 'ce_loss': 0.04157179966568947, 'kl_loss': 1.0890120267868042, 'epoch': 0.09}
{'loss': 6.1967, 'grad_norm': 5.996691703796387, 'learning_rate': 4.937319780454559e-05, 'ce_loss': 0.1244937926530838, 'kl_loss': 2.5155930519104004, 'epoch': 0.09}
{'loss': 7.5746, 'grad_norm': 9.420548439025879, 'learning_rate': 4.937141321004158e-05, 'ce_loss': 0.06067496910691261, 'kl_loss': 1.691514253616333, 'epoch': 0.09}
{'loss': 6.7997, 'grad_norm': 8.439115524291992, 'learning_rate': 4.936962611099566e-05, 'ce_loss': 0.08460097014904022, 'kl_loss': 1.35981023311615, 'epoch': 0.09}
{'loss': 8.3966, 'grad_norm': 10.384577751159668, 'learning_rate': 4.936783650759148e-05, 'ce_loss': 0.07441915571689606, 'kl_loss': 2.1266517639160156, 'epoch': 0.09}
{'loss': 8.6599, 'grad_norm': 7.921213626861572, 'learning_rate': 4.9366044400012944e-05, 'ce_loss': 0.04124502092599869, 'kl_loss': 1.3938891887664795, 'epoch': 0.09}
{'loss': 7.0949, 'grad_norm': 11.871869087219238, 'learning_rate': 4.936424978844423e-05, 'ce_loss': 0.09393251687288284, 'kl_loss': 1.8389537334442139, 'epoch': 0.09}
{'loss': 6.7745, 'grad_norm': 10.67465877532959, 'learning_rate': 4.936245267306977e-05, 'ce_loss': 0.09838780015707016, 'kl_loss': 1.5269829034805298, 'epoch': 0.09}
{'loss': 8.5434, 'grad_norm': 11.924029350280762, 'learning_rate': 4.9360653054074226e-05, 'ce_loss': 0.0767303928732872, 'kl_loss': 1.380066990852356, 'epoch': 0.09}
{'loss': 8.5344, 'grad_norm': 9.070011138916016, 'learning_rate': 4.935885093164255e-05, 'ce_loss': 0.15421520173549652, 'kl_loss': 3.3167953491210938, 'epoch': 0.09}
{'loss': 6.2996, 'grad_norm': 8.38739013671875, 'learning_rate': 4.935704630595993e-05, 'ce_loss': 0.0583883561193943, 'kl_loss': 1.4486514329910278, 'epoch': 0.09}
{'loss': 7.5069, 'grad_norm': 7.362870693206787, 'learning_rate': 4.935523917721182e-05, 'ce_loss': 0.09723060578107834, 'kl_loss': 1.4800246953964233, 'epoch': 0.09}
{'loss': 7.9503, 'grad_norm': 7.835959434509277, 'learning_rate': 4.935342954558394e-05, 'ce_loss': 0.2382826954126358, 'kl_loss': 2.2970194816589355, 'epoch': 0.09}
{'loss': 8.3341, 'grad_norm': 8.2206392288208, 'learning_rate': 4.9351617411262255e-05, 'ce_loss': 0.4356546401977539, 'kl_loss': 2.7888994216918945, 'epoch': 0.09}
{'loss': 7.8075, 'grad_norm': 7.913495063781738, 'learning_rate': 4.934980277443297e-05, 'ce_loss': 0.07653799653053284, 'kl_loss': 2.0658791065216064, 'epoch': 0.09}
{'loss': 7.8022, 'grad_norm': 23.882049560546875, 'learning_rate': 4.93479856352826e-05, 'ce_loss': 0.03753696009516716, 'kl_loss': 1.3558861017227173, 'epoch': 0.09}
{'loss': 6.5184, 'grad_norm': 6.391974925994873, 'learning_rate': 4.934616599399786e-05, 'ce_loss': 0.06569639593362808, 'kl_loss': 1.4340178966522217, 'epoch': 0.09}
{'loss': 6.8198, 'grad_norm': 6.581172943115234, 'learning_rate': 4.934434385076576e-05, 'ce_loss': 0.06933187693357468, 'kl_loss': 1.8008124828338623, 'epoch': 0.09}
